loan_amnt,int_rate,fico_score,annual_inc,dti,emp_length,home_ownership,purpose,term,grade,loan_status,issue_date,installment
14165,8.87,782,81354,25.07,2,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2020-08-01,293.15
18146,8.16,660,99431,13.56,6,RENT,debt_consolidation,60 months,E,Fully Paid,2021-01-18,369.33
9095,13.15,715,20000,0.0,2,MORTGAGE,small_business,36 months,C,Fully Paid,2021-06-20,307.1
16450,8.62,755,72931,3.07,6,RENT,home_improvement,60 months,A,Fully Paid,2022-05-10,338.45
18682,8.76,656,34351,18.49,4,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2022-04-13,592.0
16558,8.24,702,79044,14.92,4,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2020-06-27,337.64
6842,11.69,741,56022,25.27,6,MORTGAGE,credit_card,36 months,C,Charged Off,2020-01-28,226.24
16650,15.77,773,30870,15.58,3,MORTGAGE,home_improvement,60 months,B,Fully Paid,2022-10-15,402.86
26697,18.03,817,130191,9.08,4,RENT,home_improvement,60 months,A,Charged Off,2020-07-15,678.36
18589,9.1,675,44673,17.47,9,RENT,debt_consolidation,36 months,D,Fully Paid,2021-10-27,591.99
22695,20.6,698,72328,23.12,8,RENT,home_improvement,36 months,C,Fully Paid,2022-04-12,850.38
13103,7.98,729,150216,25.81,4,MORTGAGE,small_business,36 months,E,Fully Paid,2022-12-07,410.48
20999,16.33,708,31517,14.11,2,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2020-03-24,741.69
17234,9.11,780,60212,15.54,7,RENT,home_improvement,60 months,B,Fully Paid,2020-10-03,358.67
7392,8.52,711,42330,21.23,8,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-05-09,151.73
17548,9.02,783,49487,9.01,9,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-01-31,558.19
7066,11.79,700,200000,20.89,6,RENT,credit_card,36 months,E,Fully Paid,2020-05-05,233.98
9936,14.32,731,82433,13.14,5,MORTGAGE,credit_card,60 months,B,Fully Paid,2020-11-17,232.85
16514,14.68,749,74571,14.4,7,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-09-03,569.88
17377,8.22,749,86410,15.02,2,RENT,other,36 months,C,Fully Paid,2022-02-03,546.3
5486,8.04,690,80917,16.04,9,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-01-10,172.01
23431,8.33,743,20000,30.31,1,RENT,credit_card,60 months,C,Fully Paid,2022-04-20,478.81
19576,11.55,726,200000,11.25,6,RENT,debt_consolidation,60 months,C,Fully Paid,2022-08-19,431.02
9362,11.16,779,21481,11.66,6,OWN,small_business,36 months,B,Fully Paid,2022-06-09,307.21
2699,8.2,753,200000,26.57,3,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-12-08,84.83
13840,13.08,809,92282,18.56,0,RENT,debt_consolidation,36 months,A,Fully Paid,2021-11-27,466.86
11432,21.05,733,67951,21.14,7,MORTGAGE,other,60 months,C,Fully Paid,2021-06-15,309.6
15905,9.98,731,48347,6.76,0,MORTGAGE,credit_card,36 months,C,Fully Paid,2021-02-08,513.06
12095,10.27,714,200000,16.97,2,RENT,other,36 months,D,Fully Paid,2021-06-27,391.81
1000,14.24,794,91412,21.48,5,RENT,debt_consolidation,36 months,A,Fully Paid,2020-04-20,34.29
11893,9.76,710,60620,9.61,9,MORTGAGE,credit_card,36 months,C,Fully Paid,2020-04-26,382.41
12555,14.68,773,41163,20.03,1,OWN,credit_card,36 months,B,Fully Paid,2020-04-25,433.26
20069,9.13,736,37850,13.36,6,MORTGAGE,other,36 months,C,Fully Paid,2022-05-20,639.4
9414,19.33,736,62033,9.84,3,RENT,debt_consolidation,36 months,C,Charged Off,2022-10-04,346.65
28429,13.38,792,31212,23.11,7,OWN,debt_consolidation,36 months,A,Fully Paid,2022-12-15,963.1
1000,9.52,766,96351,24.1,10,OWN,credit_card,36 months,B,Fully Paid,2021-07-10,32.04
25489,9.65,786,38103,16.03,3,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-07-06,818.28
13205,9.94,637,120990,18.61,10,RENT,home_improvement,36 months,G,Fully Paid,2021-02-23,425.72
21876,17.49,761,119111,25.6,9,MORTGAGE,other,36 months,B,Fully Paid,2020-04-26,785.28
15638,6.92,741,57595,11.84,6,OWN,major_purchase,36 months,C,Fully Paid,2022-01-15,482.28
24116,9.33,785,89878,17.79,8,RENT,debt_consolidation,60 months,A,Fully Paid,2022-08-25,504.48
11901,9.75,688,93083,11.91,9,RENT,home_improvement,36 months,D,Fully Paid,2020-12-18,382.62
6211,11.94,677,21512,6.85,8,MORTGAGE,credit_card,36 months,E,Fully Paid,2020-08-03,206.12
26364,10.92,753,200000,11.84,3,RENT,debt_consolidation,60 months,C,Fully Paid,2021-06-09,572.17
14092,6.04,730,50060,6.0,8,OWN,credit_card,36 months,D,Fully Paid,2020-03-28,428.96
16772,10.4,724,97431,18.4,3,MORTGAGE,small_business,36 months,D,Fully Paid,2020-01-16,544.34
24878,11.6,691,99363,8.82,9,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2022-12-01,548.38
6744,9.49,801,20000,3.82,3,MORTGAGE,credit_card,60 months,A,Charged Off,2022-02-04,141.6
19763,14.75,678,37803,20.94,6,RENT,debt_consolidation,36 months,E,Fully Paid,2021-09-24,682.67
10280,15.68,754,107824,20.42,7,MORTGAGE,major_purchase,36 months,C,Fully Paid,2020-08-02,359.79
13942,11.69,780,62540,12.36,4,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-01-14,461.01
15578,12.92,727,96981,20.63,8,MORTGAGE,credit_card,60 months,C,Fully Paid,2021-11-10,353.81
2998,5.0,716,63873,8.55,9,RENT,credit_card,60 months,D,Charged Off,2020-06-13,56.58
8769,10.32,751,141572,12.02,2,MORTGAGE,credit_card,60 months,C,Charged Off,2020-12-03,187.7
25808,16.02,776,64849,18.26,0,RENT,debt_consolidation,36 months,B,Fully Paid,2021-12-17,907.59
22089,10.31,739,162244,23.27,6,MORTGAGE,credit_card,60 months,C,Fully Paid,2020-03-24,472.7
14498,9.05,726,30151,11.94,6,RENT,credit_card,36 months,C,Fully Paid,2020-10-16,461.37
16944,21.11,701,54756,10.23,3,OWN,debt_consolidation,60 months,D,Fully Paid,2020-07-14,459.44
12646,19.28,753,39522,22.86,8,RENT,credit_card,36 months,D,Fully Paid,2020-01-04,465.34
25852,13.87,746,78593,19.9,8,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-06-23,881.93
13397,16.56,777,49263,16.19,3,RENT,credit_card,36 months,C,Fully Paid,2021-12-16,474.71
16854,5.0,777,50987,24.45,7,RENT,home_improvement,36 months,C,Fully Paid,2022-07-06,505.13
24168,8.85,683,36558,30.58,6,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2020-08-11,766.85
8781,10.12,727,43368,17.93,3,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2022-02-19,187.09
27470,11.06,793,59444,10.28,10,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2022-12-11,598.09
2756,10.04,607,20000,18.98,3,OWN,credit_card,60 months,G,Fully Paid,2022-02-13,58.61
28037,5.0,787,20000,8.44,6,RENT,debt_consolidation,36 months,A,Fully Paid,2020-11-09,840.29
12018,13.54,693,62405,24.94,4,OWN,credit_card,36 months,E,Fully Paid,2020-11-15,408.07
13058,14.17,655,20000,9.39,0,RENT,debt_consolidation,36 months,F,Fully Paid,2020-12-25,447.37
1000,18.41,781,52302,13.45,1,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-12-07,36.36
11361,8.85,706,45981,8.3,2,RENT,debt_consolidation,36 months,D,Fully Paid,2022-12-19,360.48
6681,8.52,735,87502,16.46,8,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2022-09-05,137.14
10138,5.0,725,37406,16.74,4,OWN,small_business,36 months,C,Fully Paid,2020-11-24,303.84
13901,10.83,809,179631,20.94,6,MORTGAGE,credit_card,36 months,A,Fully Paid,2020-11-06,453.98
22662,15.6,760,108414,15.96,9,MORTGAGE,home_improvement,60 months,C,Fully Paid,2022-10-23,546.29
16660,9.55,717,20772,15.37,1,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-06-23,534.06
17461,20.57,755,49067,10.41,9,OWN,debt_consolidation,60 months,C,Fully Paid,2020-03-17,468.16
6235,10.97,775,174386,12.71,4,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-12-18,135.47
7953,12.59,716,36741,3.86,3,OWN,small_business,36 months,C,Fully Paid,2020-09-22,266.4
29389,6.55,651,57697,26.15,6,MORTGAGE,credit_card,36 months,E,Fully Paid,2021-12-10,901.41
9118,13.15,674,159993,14.25,9,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2020-08-19,307.88
28249,5.0,759,41010,28.13,3,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-05-12,846.65
13055,14.77,760,131411,14.03,8,MORTGAGE,home_improvement,36 months,C,Charged Off,2020-12-24,451.09
15018,14.9,732,31666,0.0,0,MORTGAGE,small_business,36 months,C,Fully Paid,2022-04-22,519.87
23562,17.44,729,20000,11.4,6,MORTGAGE,credit_card,36 months,C,Fully Paid,2020-03-29,845.22
25175,7.92,701,141488,14.98,6,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2020-10-14,787.96
14113,12.64,705,81398,15.52,6,OWN,debt_consolidation,36 months,D,Fully Paid,2021-11-16,473.08
11894,14.26,745,85237,20.41,9,RENT,home_improvement,36 months,C,Fully Paid,2020-09-07,408.01
14552,13.77,791,27859,16.39,9,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-03-13,495.73
17703,8.54,715,29456,12.3,3,RENT,credit_card,36 months,C,Fully Paid,2020-11-09,559.17
22130,5.0,807,133961,7.68,5,MORTGAGE,credit_card,36 months,A,Fully Paid,2020-04-16,663.26
15033,13.39,683,70986,11.75,8,RENT,other,36 months,D,Fully Paid,2020-07-14,509.35
19951,11.39,730,55148,19.84,8,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-10-08,656.86
28106,9.73,618,69887,21.87,4,MORTGAGE,debt_consolidation,36 months,F,Charged Off,2020-03-04,903.34
18050,15.06,704,172121,9.61,3,MORTGAGE,debt_consolidation,60 months,E,Fully Paid,2021-12-20,429.98
17493,11.82,818,99367,23.06,8,MORTGAGE,major_purchase,36 months,A,Fully Paid,2020-04-06,579.52
2848,6.72,724,42948,19.55,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-08-02,87.57
1000,5.0,699,22416,7.9,4,MORTGAGE,home_improvement,36 months,D,Fully Paid,2021-09-01,29.97
18107,7.48,642,90367,16.97,1,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2021-07-31,563.07
14241,21.57,734,31357,17.96,5,MORTGAGE,small_business,36 months,B,Fully Paid,2022-02-15,540.71
10881,14.89,614,26169,6.48,3,OWN,other,36 months,G,Fully Paid,2022-10-20,376.61
16948,12.75,743,150395,4.13,6,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-02-20,569.01
14516,11.27,760,110269,18.79,4,RENT,debt_consolidation,36 months,C,Fully Paid,2021-06-13,477.09
24022,11.01,734,78431,11.37,7,RENT,credit_card,60 months,C,Fully Paid,2022-08-31,522.42
15688,16.67,767,25162,27.1,3,RENT,other,36 months,B,Fully Paid,2021-12-16,556.75
9024,10.04,714,200000,28.77,2,MORTGAGE,credit_card,36 months,C,Fully Paid,2022-08-08,291.35
22921,14.31,797,123032,18.78,7,RENT,debt_consolidation,36 months,A,Fully Paid,2021-07-21,786.84
13262,10.61,681,48404,22.61,4,MORTGAGE,credit_card,36 months,E,Fully Paid,2022-02-09,431.74
19212,19.76,811,41743,6.81,6,RENT,debt_consolidation,36 months,A,Fully Paid,2020-07-21,711.64
11180,14.97,679,63255,4.34,9,RENT,home_improvement,36 months,E,Fully Paid,2020-04-27,387.39
9801,16.98,698,42834,13.87,5,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2020-06-06,349.33
15673,9.66,770,200000,4.71,2,OWN,other,36 months,B,Fully Paid,2022-05-15,503.23
15102,16.23,797,45712,17.46,4,RENT,major_purchase,36 months,A,Fully Paid,2022-02-08,532.66
18838,10.75,695,28352,8.73,5,RENT,debt_consolidation,60 months,E,Fully Paid,2020-05-28,407.24
12850,12.44,696,182023,16.52,8,RENT,debt_consolidation,36 months,E,Fully Paid,2021-04-15,429.51
1000,18.54,733,40201,13.62,2,RENT,credit_card,36 months,C,Fully Paid,2020-01-22,36.42
11537,7.83,836,103829,20.1,3,RENT,debt_consolidation,36 months,A,Fully Paid,2022-03-21,360.62
21350,12.81,745,96064,17.61,1,RENT,credit_card,60 months,C,Fully Paid,2020-01-22,483.7
12620,13.75,652,57469,11.77,7,OWN,credit_card,36 months,F,Fully Paid,2022-03-15,429.79
13028,14.08,793,30299,4.05,7,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-06-21,445.77
22891,10.2,748,57888,16.3,5,RENT,credit_card,36 months,C,Fully Paid,2021-07-30,740.78
9304,20.35,697,26399,1.06,5,RENT,debt_consolidation,36 months,E,Fully Paid,2021-04-25,347.43
2657,6.82,711,58888,24.97,7,MORTGAGE,other,36 months,D,Fully Paid,2022-04-15,81.82
13714,17.84,774,102841,19.23,3,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-05-31,494.69
11126,16.86,657,199275,21.74,6,RENT,debt_consolidation,60 months,E,Fully Paid,2022-07-12,275.67
7270,19.6,723,27959,7.24,10,RENT,other,60 months,C,Fully Paid,2022-12-17,191.0
13596,5.65,664,50245,17.85,7,RENT,debt_consolidation,36 months,E,Fully Paid,2022-09-11,411.46
18932,8.52,744,41466,9.67,1,RENT,small_business,36 months,C,Fully Paid,2022-06-23,597.81
14925,17.97,747,72519,16.19,3,RENT,debt_consolidation,36 months,B,Fully Paid,2021-10-02,539.35
17455,5.0,639,20634,7.01,5,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2020-04-18,523.14
29507,5.57,652,31255,14.33,1,MORTGAGE,debt_consolidation,60 months,E,Fully Paid,2020-02-23,564.57
12256,10.05,780,20000,3.97,7,MORTGAGE,other,60 months,B,Fully Paid,2020-08-29,260.71
17226,12.77,803,21876,13.72,7,OWN,debt_consolidation,36 months,B,Charged Off,2021-09-17,578.51
10926,18.37,638,37710,1.84,9,MORTGAGE,credit_card,60 months,G,Fully Paid,2021-11-19,279.65
8229,11.26,718,192840,28.98,5,OWN,debt_consolidation,36 months,C,Fully Paid,2021-10-03,270.42
10320,9.57,602,76368,16.28,7,OWN,small_business,36 months,G,Fully Paid,2022-08-05,330.92
11169,13.25,757,62661,15.05,2,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-02-23,377.67
17875,13.88,769,153709,20.41,0,RENT,debt_consolidation,36 months,A,Fully Paid,2021-09-20,609.88
33792,13.76,795,78316,4.61,2,MORTGAGE,home_improvement,36 months,A,Fully Paid,2022-02-20,1151.0
9271,11.29,779,83642,8.75,1,RENT,credit_card,36 months,B,Fully Paid,2021-10-21,304.8
11666,5.0,720,42996,19.25,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-02-05,349.64
14495,8.33,746,38325,16.29,5,RENT,debt_consolidation,36 months,B,Fully Paid,2022-05-22,456.43
18166,17.68,755,23913,9.24,6,RENT,small_business,36 months,C,Fully Paid,2022-12-17,653.83
17108,12.75,781,39310,20.18,1,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-10-01,574.38
25272,10.71,604,49199,17.42,2,MORTGAGE,debt_consolidation,60 months,G,Fully Paid,2020-12-31,545.83
1000,16.47,722,76214,19.04,8,OTHER,debt_consolidation,36 months,B,Fully Paid,2022-12-14,35.39
1000,7.48,638,58353,18.12,6,MORTGAGE,debt_consolidation,36 months,G,Fully Paid,2021-11-02,31.1
11032,11.1,766,46372,9.55,0,RENT,small_business,36 months,C,Fully Paid,2022-02-12,361.7
23778,12.55,733,31628,14.39,8,RENT,home_improvement,36 months,C,Fully Paid,2020-07-18,796.03
2474,10.23,798,79172,0.14,6,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-10-03,80.1
1000,12.4,809,42258,10.91,2,RENT,home_improvement,36 months,A,Fully Paid,2020-08-21,33.41
19569,11.25,753,76700,13.04,3,OTHER,credit_card,36 months,C,Fully Paid,2021-08-12,642.98
16949,6.4,768,20000,20.01,6,RENT,debt_consolidation,60 months,B,Fully Paid,2021-10-26,330.83
6278,12.73,758,75772,19.1,6,RENT,debt_consolidation,60 months,B,Fully Paid,2020-05-21,141.98
7115,6.69,796,100995,8.98,8,RENT,credit_card,36 months,A,Fully Paid,2022-07-12,218.68
7242,12.66,732,92380,8.81,4,OWN,major_purchase,36 months,C,Fully Paid,2022-07-25,242.83
15884,17.5,774,52171,25.46,5,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-10-12,399.04
9989,10.88,658,113632,12.65,6,MORTGAGE,debt_consolidation,36 months,E,Charged Off,2021-06-14,326.46
18952,7.31,823,24561,15.91,6,RENT,major_purchase,60 months,A,Fully Paid,2020-06-17,378.05
1000,11.49,839,56249,21.28,1,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-09-07,32.97
8145,8.67,635,52293,14.36,4,MORTGAGE,debt_consolidation,60 months,F,Charged Off,2021-11-12,167.78
5991,14.38,784,123683,13.79,3,RENT,credit_card,36 months,A,Charged Off,2020-07-31,205.87
12949,11.41,662,20000,12.48,10,MORTGAGE,credit_card,60 months,E,Fully Paid,2020-04-11,284.2
10695,18.84,670,28547,10.93,5,MORTGAGE,other,36 months,E,Fully Paid,2020-06-25,391.17
21382,16.65,684,200000,16.14,4,RENT,debt_consolidation,36 months,F,Fully Paid,2021-08-18,758.61
1000,11.39,728,20000,0.42,5,RENT,debt_consolidation,36 months,C,Fully Paid,2022-01-25,32.92
15363,14.86,742,105883,12.11,9,RENT,debt_consolidation,36 months,C,Fully Paid,2020-03-08,531.51
19466,10.43,760,36672,19.32,6,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-09-04,632.05
29853,12.14,578,71560,18.39,4,MORTGAGE,other,36 months,G,Fully Paid,2020-02-21,993.54
11145,10.55,698,161078,26.29,9,MORTGAGE,other,36 months,D,Fully Paid,2020-10-13,362.5
17595,15.07,709,73515,21.7,9,RENT,debt_consolidation,36 months,D,Fully Paid,2020-08-08,610.54
1000,17.73,800,163435,18.27,3,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-01-22,36.02
1000,15.19,734,42419,15.23,4,RENT,debt_consolidation,60 months,B,Fully Paid,2021-07-17,23.89
21758,15.69,758,46531,11.35,10,MORTGAGE,home_improvement,36 months,C,Fully Paid,2020-01-03,761.62
14955,15.69,804,103859,19.03,5,OWN,credit_card,36 months,A,Fully Paid,2022-03-12,523.49
24428,14.21,737,44019,17.59,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-07-16,837.38
4012,7.44,719,90957,12.01,2,RENT,home_improvement,60 months,C,Fully Paid,2020-12-29,80.28
19159,18.8,734,137127,8.06,4,MORTGAGE,other,36 months,D,Fully Paid,2020-05-23,700.36
29950,19.22,746,109956,14.58,6,RENT,home_improvement,36 months,C,Fully Paid,2022-01-22,1101.18
18357,11.06,769,20000,24.25,0,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-03-09,601.51
17212,10.52,797,47147,15.88,1,RENT,home_improvement,36 months,A,Fully Paid,2020-06-04,559.59
15068,14.45,728,72931,15.23,0,MORTGAGE,other,36 months,D,Fully Paid,2021-04-18,518.29
2432,14.2,692,50477,18.39,2,MORTGAGE,credit_card,36 months,D,Fully Paid,2022-11-27,83.36
25844,11.19,708,63294,18.85,2,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2020-08-16,848.43
10113,7.0,813,73610,16.99,9,OWN,debt_consolidation,60 months,B,Fully Paid,2021-10-23,200.25
19035,13.22,733,41415,14.66,2,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-10-10,643.38
2495,14.21,765,52291,10.93,7,RENT,debt_consolidation,36 months,C,Fully Paid,2021-06-20,85.53
5564,14.9,698,26193,23.04,1,OWN,other,60 months,D,Fully Paid,2022-01-14,132.08
26480,13.4,717,42852,11.58,6,RENT,credit_card,36 months,C,Charged Off,2022-11-26,897.33
12221,10.92,698,20564,27.58,4,MORTGAGE,debt_consolidation,36 months,D,Charged Off,2022-09-16,399.64
26626,15.98,808,64961,16.23,4,MORTGAGE,credit_card,36 months,A,Fully Paid,2022-09-27,935.83
14374,12.26,795,52299,15.42,9,OWN,debt_consolidation,36 months,A,Fully Paid,2021-12-17,479.21
1000,10.14,777,31537,21.08,2,MORTGAGE,debt_consolidation,36 months,B,Charged Off,2022-05-24,32.33
22136,11.28,745,200000,9.77,6,MORTGAGE,home_improvement,36 months,C,Fully Paid,2022-01-19,727.64
10280,5.02,701,50423,19.59,8,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2020-02-14,308.19
20589,11.27,745,73173,15.92,7,RENT,debt_consolidation,36 months,B,Fully Paid,2022-04-28,676.69
15201,14.75,709,38290,18.29,10,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-05-27,525.09
2655,13.36,652,44799,9.53,0,MORTGAGE,credit_card,36 months,E,Fully Paid,2022-04-22,89.92
16314,18.08,741,75138,9.46,9,RENT,home_improvement,36 months,C,Charged Off,2021-10-22,590.45
32569,10.95,656,47449,0.34,6,RENT,debt_consolidation,36 months,F,Fully Paid,2020-10-22,1065.5
18943,13.95,723,60012,11.34,0,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-07-16,646.97
14539,15.17,795,105321,10.92,5,OWN,credit_card,36 months,B,Fully Paid,2021-01-05,505.21
23602,21.37,613,41663,9.66,8,MORTGAGE,debt_consolidation,60 months,G,Fully Paid,2022-11-10,643.44
16685,12.58,780,23564,14.08,2,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-08-25,558.81
16676,7.82,636,20570,15.51,7,RENT,debt_consolidation,36 months,F,Fully Paid,2022-01-26,521.18
6266,15.39,641,163882,19.0,1,RENT,debt_consolidation,36 months,F,Fully Paid,2021-01-18,218.41
16870,19.46,771,114898,19.53,8,MORTGAGE,debt_consolidation,36 months,C,Charged Off,2021-12-01,622.32
23283,10.71,772,94755,20.2,6,RENT,credit_card,60 months,A,Fully Paid,2021-12-26,502.87
8311,15.36,729,44124,20.54,0,MORTGAGE,credit_card,36 months,C,Fully Paid,2021-09-24,289.57
26395,16.91,800,23549,17.2,1,RENT,home_improvement,36 months,A,Fully Paid,2021-05-16,939.87
14266,16.07,720,49138,15.44,9,MORTGAGE,credit_card,36 months,B,Fully Paid,2022-08-01,502.04
7897,12.5,781,56086,22.43,0,RENT,debt_consolidation,36 months,A,Fully Paid,2020-12-28,264.18
22981,9.21,816,27116,20.55,3,RENT,debt_consolidation,60 months,A,Fully Paid,2020-05-11,479.39
12705,11.67,684,21402,3.14,6,MORTGAGE,credit_card,36 months,D,Fully Paid,2021-04-29,419.99
21076,13.83,623,20000,13.62,2,RENT,debt_consolidation,36 months,G,Fully Paid,2022-08-28,718.59
12665,15.63,716,94861,0.57,2,RENT,debt_consolidation,60 months,D,Fully Paid,2021-02-09,305.5
14521,13.34,780,25751,0.42,8,MORTGAGE,home_improvement,36 months,B,Fully Paid,2020-06-25,491.65
18948,10.48,748,74353,10.93,3,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-02-18,615.68
17327,14.22,623,45321,13.98,0,RENT,credit_card,36 months,G,Fully Paid,2020-10-24,594.05
1000,15.44,746,90467,11.61,7,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-05-28,34.88
6030,13.52,794,75741,0.79,10,RENT,debt_consolidation,36 months,A,Fully Paid,2022-09-24,204.69
22435,8.66,787,50901,21.2,8,RENT,other,36 months,B,Charged Off,2021-08-09,709.88
13942,11.27,752,65599,9.34,5,MORTGAGE,other,60 months,B,Fully Paid,2021-04-29,305.01
10810,15.79,750,55423,18.92,4,MORTGAGE,other,60 months,C,Fully Paid,2020-05-27,261.67
4131,6.47,708,38919,9.56,9,RENT,credit_card,36 months,D,Fully Paid,2020-03-04,126.55
6362,5.0,725,118902,11.02,8,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-07-13,190.67
1000,18.03,700,44526,18.47,6,OWN,debt_consolidation,60 months,C,Fully Paid,2022-01-17,25.41
14189,14.05,703,56342,12.21,9,RENT,debt_consolidation,60 months,E,Fully Paid,2020-09-25,330.52
10212,14.43,703,22234,16.36,6,RENT,debt_consolidation,36 months,C,Fully Paid,2021-02-12,351.16
7267,7.69,745,72535,17.22,10,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-08-12,226.68
14455,14.95,792,39049,3.58,9,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-10-21,500.73
17911,13.1,708,42881,18.82,6,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2020-05-22,604.36
31745,5.66,731,33266,7.5,9,MORTGAGE,other,60 months,C,Fully Paid,2022-10-29,608.71
2904,17.7,758,54896,6.11,3,MORTGAGE,credit_card,36 months,C,Fully Paid,2022-04-23,104.55
24275,12.63,767,20000,9.19,7,OWN,debt_consolidation,60 months,B,Fully Paid,2020-08-28,547.74
22784,10.42,750,96533,21.52,2,OWN,debt_consolidation,36 months,B,Fully Paid,2022-04-28,739.68
8767,10.49,764,58275,2.2,9,RENT,debt_consolidation,36 months,C,Fully Paid,2022-07-16,284.91
16625,5.0,805,43169,20.21,2,MORTGAGE,major_purchase,36 months,A,Fully Paid,2020-08-20,498.27
11338,14.37,714,20256,17.72,9,MORTGAGE,debt_consolidation,36 months,C,Charged Off,2022-02-09,389.55
16485,13.05,724,81076,15.59,0,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-12-26,375.51
27073,11.22,779,38406,16.97,7,OWN,home_improvement,36 months,A,Fully Paid,2020-05-19,889.16
19844,17.11,776,149381,12.68,2,RENT,debt_consolidation,60 months,A,Fully Paid,2020-11-19,494.35
19068,6.46,797,84155,20.46,8,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-12-18,584.07
11557,9.61,768,175300,11.59,5,OWN,debt_consolidation,36 months,B,Fully Paid,2020-05-08,370.8
3127,8.6,748,65899,2.0,9,RENT,home_improvement,36 months,C,Fully Paid,2022-03-11,98.86
13332,10.88,781,127322,14.38,7,OWN,debt_consolidation,36 months,B,Fully Paid,2020-08-30,435.72
24652,12.27,696,82779,21.41,8,MORTGAGE,small_business,36 months,E,Charged Off,2020-07-01,821.98
2782,13.72,760,43665,18.94,1,RENT,debt_consolidation,60 months,C,Fully Paid,2022-12-08,64.33
6559,10.61,749,68257,29.52,1,RENT,debt_consolidation,36 months,C,Fully Paid,2022-06-22,213.52
16010,8.49,807,33396,12.97,9,RENT,debt_consolidation,36 months,A,Fully Paid,2020-07-08,505.32
7122,18.74,819,200000,13.71,2,RENT,debt_consolidation,36 months,A,Fully Paid,2022-08-20,260.13
8659,21.65,748,55792,13.13,9,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-03-24,329.13
11611,12.57,690,60982,8.79,1,OWN,credit_card,60 months,D,Charged Off,2020-07-18,261.64
4075,8.97,652,78667,11.21,3,RENT,debt_consolidation,60 months,E,Charged Off,2021-04-09,84.53
7207,17.9,719,27977,6.69,9,RENT,credit_card,36 months,C,Fully Paid,2021-07-12,260.19
20627,6.21,746,150988,0.0,8,RENT,credit_card,60 months,C,Fully Paid,2020-09-19,400.79
4541,10.66,733,29210,10.36,1,OWN,debt_consolidation,36 months,C,Charged Off,2021-11-20,147.94
